Format Version,1.23,Take Name,Take 2020-10-13 01.30.33 PM,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2020-10-13 01.30.34.331 PM,Total Frames in Take,5923,Total Exported Frames,5923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000
,ID,"C3530","C3530","C3530"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
2521,7.002778,,,
2522,7.005556,,,
2523,7.008333,,,
2524,7.011111,,,
2525,7.013889,,,
2526,7.016667,,,
2527,7.019444,,,
2528,7.022222,,,
2529,7.025000,,,
2530,7.027778,,,
2531,7.030556,,,
2532,7.033333,,,
2533,7.036111,,,
2534,7.038889,,,
2535,7.041667,,,
2536,7.044444,,,
2537,7.047222,,,
2538,7.050000,,,
2539,7.052778,,,
2540,7.055556,,,
2541,7.058333,,,
2542,7.061111,,,
2543,7.063889,,,
2544,7.066667,,,
2545,7.069444,,,
2546,7.072222,,,
2547,7.075000,,,
2548,7.077778,,,
2549,7.080556,,,
2550,7.083333,,,
2551,7.086111,,,
2552,7.088889,,,
2553,7.091667,,,
2554,7.094444,,,
2555,7.097222,,,
2556,7.100000,,,
2557,7.102778,,,
2558,7.105556,,,
2559,7.108333,,,
2560,7.111111,,,
2561,7.113889,,,
2562,7.116667,,,
2563,7.119444,,,
2564,7.122222,,,
2565,7.125000,,,
2566,7.127778,,,
2567,7.130556,,,
2568,7.133333,,,
2569,7.136111,,,
2570,7.138889,,,
2571,7.141667,,,
2572,7.144444,,,
2573,7.147222,,,
2574,7.150000,,,
2575,7.152778,,,
2576,7.155556,,,
2577,7.158333,,,
2578,7.161111,,,
2579,7.163889,,,
2580,7.166667,,,
2581,7.169444,,,
2582,7.172222,,,
2583,7.175000,,,
2584,7.177778,,,
2585,7.180556,,,
2586,7.183333,,,
2587,7.186111,,,
2588,7.188889,,,
2589,7.191667,,,
2590,7.194444,,,
2591,7.197222,,,
2592,7.200000,,,
2593,7.202778,,,
2594,7.205556,,,
2595,7.208333,,,
2596,7.211111,,,
2597,7.213889,,,
2598,7.216667,,,
2599,7.219444,,,
2600,7.222222,,,
2601,7.225000,,,
2602,7.227778,,,
2603,7.230556,,,
2604,7.233333,,,
2605,7.236111,,,
2606,7.238889,,,
2607,7.241667,,,
2608,7.244444,,,
2609,7.247222,,,
2610,7.250000,,,
2611,7.252778,,,
2612,7.255556,,,
2613,7.258333,,,
2614,7.261111,,,
2615,7.263889,,,
2616,7.266667,,,
2617,7.269444,,,
2618,7.272222,,,
2619,7.275000,,,
2620,7.277778,,,
2621,7.280556,,,
2622,7.283333,,,
2623,7.286111,,,
2624,7.288889,,,
2625,7.291667,,,
2626,7.294444,,,
2627,7.297222,,,
2628,7.300000,,,
2629,7.302778,,,
2630,7.305556,,,
2631,7.308333,,,
2632,7.311111,,,
2633,7.313889,,,
2634,7.316667,,,
2635,7.319444,,,
2636,7.322222,,,
2637,7.325000,,,
2638,7.327778,,,
2639,7.330556,,,
2640,7.333333,,,
2641,7.336111,,,
2642,7.338889,,,
2643,7.341667,,,
2644,7.344444,,,
2645,7.347222,,,
2646,7.350000,,,
2647,7.352778,,,
2648,7.355556,,,
2649,7.358333,,,
2650,7.361111,,,
2651,7.363889,,,
2652,7.366667,,,
2653,7.369444,,,
2654,7.372222,,,
2655,7.375000,,,
2656,7.377778,,,
2657,7.380556,,,
2658,7.383333,,,
2659,7.386111,,,
2660,7.388889,,,
2661,7.391667,,,
2662,7.394444,,,
2663,7.397222,,,
2664,7.400000,,,
2665,7.402778,,,
2666,7.405556,,,
2667,7.408333,,,
2668,7.411111,,,
2669,7.413889,,,
2670,7.416667,,,
2671,7.419444,,,
2672,7.422222,,,
2673,7.425000,,,
2674,7.427778,,,
2675,7.430556,,,
2676,7.433333,,,
2677,7.436111,,,
2678,7.438889,,,
2679,7.441667,,,
2680,7.444444,,,
2681,7.447222,,,
2682,7.450000,,,
2683,7.452778,,,
2684,7.455556,,,
2685,7.458333,,,
2686,7.461111,,,
2687,7.463889,,,
2688,7.466667,,,
2689,7.469444,,,
2690,7.472222,,,
2691,7.475000,,,
2692,7.477778,,,
2693,7.480556,,,
2694,7.483333,,,
2695,7.486111,,,
2696,7.488889,,,
2697,7.491667,,,
2698,7.494444,,,
2699,7.497222,,,
2700,7.500000,,,
2701,7.502778,,,
2702,7.505556,,,
2703,7.508333,,,
2704,7.511111,,,
2705,7.513889,,,
2706,7.516667,,,
2707,7.519444,,,
2708,7.522222,,,
2709,7.525000,,,
2710,7.527778,,,
2711,7.530556,,,
2712,7.533333,,,
2713,7.536111,,,
2714,7.538889,,,
2715,7.541667,,,
2716,7.544444,,,
2717,7.547222,,,
2718,7.550000,,,
2719,7.552778,,,
2720,7.555556,,,
2721,7.558333,,,
2722,7.561111,,,
2723,7.563889,,,
2724,7.566667,,,
2725,7.569444,,,
2726,7.572222,,,
2727,7.575000,,,
2728,7.577778,,,
2729,7.580556,,,
2730,7.583333,,,
2731,7.586111,,,
2732,7.588889,,,
2733,7.591667,,,
2734,7.594444,,,
2735,7.597222,,,
2736,7.600000,,,
2737,7.602778,,,
2738,7.605556,,,
2739,7.608333,,,
2740,7.611111,,,
2741,7.613889,,,
2742,7.616667,,,
2743,7.619444,,,
2744,7.622222,,,
2745,7.625000,,,
2746,7.627778,,,
2747,7.630556,,,
2748,7.633333,,,
2749,7.636111,,,
2750,7.638889,,,
2751,7.641667,,,
2752,7.644444,,,
2753,7.647222,,,
2754,7.650000,,,
2755,7.652778,,,
2756,7.655556,,,
2757,7.658333,,,
2758,7.661111,,,
2759,7.663889,,,
2760,7.666667,,,
2761,7.669444,,,
2762,7.672222,,,
2763,7.675000,,,
2764,7.677778,,,
2765,7.680556,,,
2766,7.683333,,,
2767,7.686111,,,
2768,7.688889,,,
2769,7.691667,,,
2770,7.694444,,,
2771,7.697222,,,
2772,7.700000,,,
2773,7.702778,,,
2774,7.705556,,,
2775,7.708333,,,
2776,7.711111,,,
2777,7.713889,,,
2778,7.716667,,,
2779,7.719444,,,
2780,7.722222,,,
2781,7.725000,,,
2782,7.727778,,,
2783,7.730556,,,
2784,7.733333,,,
2785,7.736111,,,
2786,7.738889,,,
2787,7.741667,,,
2788,7.744444,,,
2789,7.747222,,,
2790,7.750000,,,
2791,7.752778,,,
2792,7.755556,,,
2793,7.758333,,,
2794,7.761111,,,
2795,7.763889,,,
2796,7.766667,,,
2797,7.769444,,,
2798,7.772222,,,
2799,7.775000,,,
2800,7.777778,,,
2801,7.780556,,,
2802,7.783333,,,
2803,7.786111,,,
2804,7.788889,,,
2805,7.791667,,,
2806,7.794444,,,
2807,7.797222,,,
2808,7.800000,,,
2809,7.802778,,,
2810,7.805556,,,
2811,7.808333,,,
2812,7.811111,,,
2813,7.813889,,,
2814,7.816667,,,
2815,7.819444,,,
2816,7.822222,,,
2817,7.825000,,,
2818,7.827778,,,
2819,7.830556,,,
2820,7.833333,,,
2821,7.836111,,,
2822,7.838889,,,
2823,7.841667,,,
2824,7.844444,,,
2825,7.847222,,,
2826,7.850000,,,
2827,7.852778,,,
2828,7.855556,,,
2829,7.858333,,,
2830,7.861111,,,
2831,7.863889,,,
2832,7.866667,,,
2833,7.869444,,,
2834,7.872222,,,
2835,7.875000,,,
2836,7.877778,,,
2837,7.880556,,,
2838,7.883333,,,
2839,7.886111,,,
2840,7.888889,,,
2841,7.891667,,,
2842,7.894444,,,
2843,7.897222,,,
2844,7.900000,,,
2845,7.902778,,,
2846,7.905556,,,
2847,7.908333,,,
2848,7.911111,,,
2849,7.913889,,,
2850,7.916667,,,
2851,7.919444,,,
2852,7.922222,,,
2853,7.925000,,,
2854,7.927778,,,
2855,7.930556,,,
2856,7.933333,,,
2857,7.936111,,,
2858,7.938889,,,
2859,7.941667,,,
2860,7.944444,,,
2861,7.947222,,,
2862,7.950000,,,
2863,7.952778,,,
2864,7.955556,,,
2865,7.958333,,,
2866,7.961111,,,
2867,7.963889,,,
2868,7.966667,,,
2869,7.969444,,,
2870,7.972222,,,
2871,7.975000,,,
2872,7.977778,,,
2873,7.980556,,,
2874,7.983333,,,
2875,7.986111,,,
2876,7.988889,,,
2877,7.991667,,,
2878,7.994444,,,
2879,7.997222,,,
2880,8.000000,,,
2881,8.002778,,,
2882,8.005556,,,
2883,8.008333,,,
2884,8.011111,,,
2885,8.013889,,,
2886,8.016667,,,
2887,8.019444,,,
2888,8.022222,,,
2889,8.025000,,,
2890,8.027778,,,
2891,8.030556,,,
2892,8.033333,,,
2893,8.036111,,,
2894,8.038889,,,
2895,8.041667,,,
2896,8.044444,,,
2897,8.047222,,,
2898,8.050000,,,
2899,8.052778,,,
2900,8.055556,,,
2901,8.058333,,,
2902,8.061111,,,
2903,8.063889,,,
2904,8.066667,,,
2905,8.069444,,,
2906,8.072222,,,
2907,8.075000,,,
2908,8.077778,,,
2909,8.080556,,,
2910,8.083333,,,
2911,8.086111,,,
2912,8.088889,,,
2913,8.091667,,,
2914,8.094444,,,
2915,8.097222,,,
2916,8.100000,,,
2917,8.102778,,,
2918,8.105556,,,
2919,8.108333,,,
2920,8.111111,,,
2921,8.113889,,,
2922,8.116667,,,
2923,8.119444,,,
2924,8.122222,,,
2925,8.125000,,,
2926,8.127778,,,
2927,8.130556,,,
2928,8.133333,,,
2929,8.136111,,,
2930,8.138889,,,
2931,8.141667,,,
2932,8.144444,,,
2933,8.147222,,,
2934,8.150000,,,
2935,8.152778,,,
2936,8.155556,,,
2937,8.158333,,,
2938,8.161111,,,
2939,8.163889,,,
2940,8.166667,,,
2941,8.169444,,,
2942,8.172222,,,
2943,8.175000,,,
2944,8.177778,,,
2945,8.180556,,,
2946,8.183333,,,
2947,8.186111,,,
2948,8.188889,,,
2949,8.191667,,,
2950,8.194444,,,
2951,8.197222,,,
2952,8.200000,,,
2953,8.202778,,,
2954,8.205556,,,
2955,8.208333,,,
2956,8.211111,,,
2957,8.213889,,,
2958,8.216667,,,
2959,8.219444,,,
2960,8.222222,,,
2961,8.225000,,,
2962,8.227778,,,
2963,8.230556,,,
2964,8.233333,,,
2965,8.236111,,,
2966,8.238889,,,
2967,8.241667,,,
2968,8.244444,,,
2969,8.247222,,,
2970,8.250000,,,
2971,8.252778,,,
2972,8.255556,,,
2973,8.258333,,,
2974,8.261111,,,
2975,8.263889,,,
2976,8.266667,,,
2977,8.269444,,,
2978,8.272222,,,
2979,8.275000,,,
2980,8.277778,,,
2981,8.280556,,,
2982,8.283333,,,
2983,8.286111,,,
2984,8.288889,,,
2985,8.291667,,,
2986,8.294444,,,
2987,8.297222,,,
2988,8.300000,,,
2989,8.302778,,,
2990,8.305556,,,
2991,8.308333,,,
2992,8.311111,,,
2993,8.313889,,,
2994,8.316667,,,
2995,8.319444,,,
2996,8.322222,,,
2997,8.325000,,,
2998,8.327778,,,
2999,8.330556,,,
3000,8.333333,,,
3001,8.336111,,,
3002,8.338889,,,
3003,8.341667,,,
3004,8.344444,,,
3005,8.347222,,,
3006,8.350000,,,
3007,8.352778,,,
3008,8.355556,,,
3009,8.358333,,,
3010,8.361111,,,
3011,8.363889,,,
3012,8.366667,,,
3013,8.369444,,,
3014,8.372222,,,
3015,8.375000,,,
3016,8.377778,,,
3017,8.380556,,,
3018,8.383333,,,
3019,8.386111,,,
3020,8.388889,,,
3021,8.391667,,,
3022,8.394444,,,
3023,8.397222,,,
3024,8.400000,,,
3025,8.402778,,,
3026,8.405556,,,
3027,8.408333,,,
3028,8.411111,,,
3029,8.413889,,,
3030,8.416667,,,
3031,8.419444,,,
3032,8.422222,,,
3033,8.425000,,,
3034,8.427778,,,
3035,8.430556,,,
3036,8.433333,,,
3037,8.436111,,,
3038,8.438889,,,
3039,8.441667,,,
3040,8.444444,,,
3041,8.447222,,,
3042,8.450000,,,
3043,8.452778,,,
3044,8.455556,,,
3045,8.458333,,,
3046,8.461111,,,
3047,8.463889,,,
3048,8.466667,,,
3049,8.469444,,,
3050,8.472222,,,
3051,8.475000,,,
3052,8.477778,,,
3053,8.480556,,,
3054,8.483333,,,
3055,8.486111,,,
3056,8.488889,,,
3057,8.491667,,,
3058,8.494444,,,
3059,8.497222,,,
3060,8.500000,,,
3061,8.502778,,,
3062,8.505556,,,
3063,8.508333,,,
3064,8.511111,,,
3065,8.513889,,,
3066,8.516667,,,
3067,8.519444,,,
3068,8.522222,,,
3069,8.525000,,,
3070,8.527778,,,
3071,8.530556,,,
3072,8.533333,,,
3073,8.536111,,,
3074,8.538889,,,
3075,8.541667,,,
3076,8.544444,,,
3077,8.547222,,,
3078,8.550000,,,
3079,8.552778,,,
3080,8.555556,,,
3081,8.558333,,,
3082,8.561111,,,
3083,8.563889,,,
3084,8.566667,,,
3085,8.569444,,,
3086,8.572222,,,
3087,8.575000,,,
3088,8.577778,,,
3089,8.580556,,,
3090,8.583333,,,
3091,8.586111,,,
3092,8.588889,,,
3093,8.591667,,,
3094,8.594444,,,
3095,8.597222,,,
3096,8.600000,,,
3097,8.602778,,,
3098,8.605556,,,
3099,8.608333,,,
3100,8.611111,,,
3101,8.613889,,,
3102,8.616667,,,
3103,8.619444,,,
3104,8.622222,,,
3105,8.625000,,,
3106,8.627778,,,
3107,8.630556,,,
3108,8.633333,,,
3109,8.636111,,,
3110,8.638889,,,
3111,8.641667,,,
3112,8.644444,,,
3113,8.647222,,,
3114,8.650000,,,
3115,8.652778,,,
3116,8.655556,,,
3117,8.658333,,,
3118,8.661111,,,
3119,8.663889,,,
3120,8.666667,,,
3121,8.669444,,,
3122,8.672222,,,
3123,8.675000,,,
3124,8.677778,,,
3125,8.680556,,,
3126,8.683333,,,
3127,8.686111,,,
3128,8.688889,,,
3129,8.691667,,,
3130,8.694444,,,
3131,8.697222,,,
3132,8.700000,,,
3133,8.702778,,,
3134,8.705556,,,
3135,8.708333,,,
3136,8.711111,,,
3137,8.713889,,,
3138,8.716667,,,
3139,8.719444,,,
3140,8.722222,,,
3141,8.725000,,,
3142,8.727778,,,
3143,8.730556,,,
3144,8.733333,,,
3145,8.736111,,,
3146,8.738889,,,
3147,8.741667,,,
3148,8.744444,,,
3149,8.747222,,,
3150,8.750000,,,
3151,8.752778,,,
3152,8.755556,,,
3153,8.758333,,,
3154,8.761111,,,
3155,8.763889,,,
3156,8.766667,,,
3157,8.769444,,,
3158,8.772222,,,
3159,8.775000,,,
3160,8.777778,,,
3161,8.780556,,,
3162,8.783333,,,
3163,8.786111,,,
3164,8.788889,,,
3165,8.791667,,,
3166,8.794444,,,
3167,8.797222,,,
3168,8.800000,,,
3169,8.802778,,,
3170,8.805556,,,
3171,8.808333,,,
3172,8.811111,,,
3173,8.813889,,,
3174,8.816667,,,
3175,8.819444,,,
3176,8.822222,,,
3177,8.825000,,,
3178,8.827778,,,
3179,8.830556,,,
3180,8.833333,,,
3181,8.836111,,,
3182,8.838889,,,
3183,8.841667,,,
3184,8.844444,,,
3185,8.847222,,,
3186,8.850000,,,
3187,8.852778,,,
3188,8.855556,,,
3189,8.858333,,,
3190,8.861111,,,
3191,8.863889,,,
3192,8.866667,,,
3193,8.869444,,,
3194,8.872222,,,
3195,8.875000,,,
3196,8.877778,,,
3197,8.880556,,,
3198,8.883333,,,
3199,8.886111,,,
3200,8.888889,,,
3201,8.891667,,,
3202,8.894444,,,
3203,8.897222,,,
3204,8.900000,,,
3205,8.902778,,,
3206,8.905556,,,
3207,8.908333,,,
3208,8.911111,,,
3209,8.913889,,,
3210,8.916667,,,
3211,8.919444,,,
3212,8.922222,,,
3213,8.925000,,,
3214,8.927778,,,
3215,8.930556,,,
3216,8.933333,,,
3217,8.936111,,,
3218,8.938889,,,
3219,8.941667,,,
3220,8.944444,,,
3221,8.947222,,,
3222,8.950000,,,
3223,8.952778,,,
3224,8.955556,,,
3225,8.958333,,,
3226,8.961111,,,
3227,8.963889,,,
3228,8.966667,,,
3229,8.969444,,,
3230,8.972222,,,
3231,8.975000,,,
3232,8.977778,,,
3233,8.980556,,,
3234,8.983333,,,
3235,8.986111,,,
3236,8.988889,,,
3237,8.991667,,,
3238,8.994444,,,
3239,8.997222,,,
3240,9.000000,,,
3241,9.002778,,,
3242,9.005556,,,
3243,9.008333,,,
3244,9.011111,,,
3245,9.013889,,,
3246,9.016667,,,
3247,9.019444,,,
3248,9.022222,,,
3249,9.025000,,,
3250,9.027778,,,
3251,9.030556,,,
3252,9.033333,,,
3253,9.036111,,,
3254,9.038889,,,
3255,9.041667,,,
3256,9.044444,,,
3257,9.047222,,,
3258,9.050000,,,
3259,9.052778,,,
3260,9.055556,,,
3261,9.058333,,,
3262,9.061111,,,
3263,9.063889,,,
3264,9.066667,,,
3265,9.069444,,,
3266,9.072222,,,
3267,9.075000,,,
3268,9.077778,,,
3269,9.080556,,,
3270,9.083333,,,
3271,9.086111,,,
3272,9.088889,,,
3273,9.091667,,,
3274,9.094444,,,
3275,9.097222,,,
3276,9.100000,,,
3277,9.102778,,,
3278,9.105556,,,
3279,9.108333,,,
3280,9.111111,,,
3281,9.113889,,,
3282,9.116667,,,
3283,9.119444,,,
3284,9.122222,,,
3285,9.125000,,,
3286,9.127778,,,
3287,9.130556,,,
3288,9.133333,,,
3289,9.136111,,,
3290,9.138889,,,
3291,9.141667,3.579936,1.113460,0.966236
3292,9.144444,3.570548,1.109299,0.980023
3293,9.147222,3.561583,1.105938,0.994206
3294,9.150000,3.552584,1.102679,1.008344
3295,9.152778,3.543745,1.101787,1.021108
3296,9.155556,3.534680,1.097959,1.034306
3297,9.158333,3.525927,1.092513,1.049631
3298,9.161111,3.516568,1.088397,1.063260
3299,9.163889,3.507617,1.084974,1.076934
3300,9.166667,3.498733,1.081635,1.090390
3301,9.169444,3.489765,1.078298,1.103721
3302,9.172222,3.480776,1.073660,1.117385
3303,9.175000,3.471807,1.069662,1.130848
3304,9.177778,3.462887,1.065707,1.144174
3305,9.180556,3.453958,1.061624,1.157582
3306,9.183333,3.444938,1.057740,1.170712
3307,9.186111,3.434854,1.057573,1.182977
3308,9.188889,3.425953,1.053596,1.195767
3309,9.191667,3.416960,1.049517,1.208709
3310,9.194444,3.407977,1.045784,1.221466
3311,9.197222,3.399026,1.042175,1.234002
3312,9.200000,3.390049,1.038496,1.246582
3313,9.202778,3.381083,1.034720,1.259031
3314,9.205556,3.372731,1.028956,1.272013
3315,9.208333,3.363851,1.025270,1.284387
3316,9.211111,3.354865,1.021526,1.296556
3317,9.213889,3.345944,1.017905,1.308744
3318,9.216667,3.337010,1.014068,1.320814
3319,9.219444,3.328074,1.010370,1.332870
3320,9.222222,3.318544,1.008795,1.343997
3321,9.225000,3.309673,1.005269,1.356505
3322,9.227778,3.300702,1.001732,1.368527
3323,9.230556,3.291540,0.998304,1.381084
3324,9.233333,3.282293,0.994626,1.392204
3325,9.236111,3.274397,0.988067,1.403870
3326,9.238889,3.266078,0.986568,1.415120
3327,9.241667,3.256719,0.983612,1.425672
3328,9.244444,3.247808,0.979743,1.436866
3329,9.247222,3.238955,0.976061,1.447922
3330,9.250000,3.230045,0.971957,1.459301
3331,9.252778,3.221508,0.968568,1.471110
3332,9.255556,3.211902,0.964012,1.481816
3333,9.258333,3.203609,0.960808,1.492995
3334,9.261111,3.194800,0.957331,1.503777
3335,9.263889,3.185398,0.953329,1.514359
3336,9.266667,3.176547,0.949373,1.525282
3337,9.269444,3.167636,0.945691,1.535993
3338,9.272222,3.158356,0.942661,1.546312
3339,9.275000,3.149331,0.939181,1.556614
3340,9.277778,3.140857,0.932906,1.567389
3341,9.280556,3.131881,0.929281,1.577498
3342,9.283333,3.122332,0.928703,1.586755
3343,9.286111,3.113450,0.924949,1.596705
3344,9.288889,3.104628,0.921191,1.606667
3345,9.291667,3.095837,0.917403,1.616592
3346,9.294444,3.087080,0.913724,1.626333
3347,9.297222,3.078692,0.909187,1.636329
3348,9.300000,3.069822,0.904988,1.646179
3349,9.302778,3.061002,0.902544,1.655289
3350,9.305556,3.052158,0.897906,1.665074
3351,9.308333,3.043420,0.895347,1.673757
3352,9.311111,3.034700,0.891876,1.683190
3353,9.313889,3.026108,0.888453,1.692581
3354,9.316667,3.017274,0.884821,1.701866
3355,9.319444,3.007583,0.881823,1.711496
3356,9.322222,2.998412,0.878056,1.720749
3357,9.325000,2.991097,0.874162,1.729461
3358,9.327778,2.982352,0.870523,1.738263
3359,9.330556,2.973538,0.867104,1.746431
3360,9.333333,2.964574,0.863434,1.755087
3361,9.336111,2.955702,0.859699,1.763519
3362,9.338889,2.946858,0.855931,1.772157
3363,9.341667,2.938365,0.852942,1.781144
3364,9.344444,2.929311,0.848861,1.789779
3365,9.347222,2.920412,0.844763,1.798049
3366,9.350000,2.911580,0.841116,1.806322
3367,9.352778,2.902891,0.837428,1.814478
3368,9.355556,2.894155,0.834094,1.822470
3369,9.358333,2.885607,0.830642,1.830562
3370,9.361111,2.876178,0.826568,1.838696
3371,9.363889,2.866847,0.823797,1.846244
3372,9.366667,2.858468,0.817916,1.854507
3373,9.369444,2.849245,0.816959,1.860342
3374,9.372222,2.841951,0.813220,1.867977
3375,9.375000,2.831298,0.809519,1.876080
3376,9.377778,2.822650,0.805600,1.883555
3377,9.380556,2.814374,0.800955,1.891271
3378,9.383333,2.805662,0.797543,1.898449
3379,9.386111,2.797006,0.793998,1.905495
3380,9.388889,2.788182,0.790875,1.912320
3381,9.391667,2.779529,0.787056,1.919380
3382,9.394444,2.770968,0.783283,1.925932
3383,9.397222,2.762186,0.780216,1.932665
3384,9.400000,2.753536,0.776689,1.939411
3385,9.402778,2.744966,0.773404,1.946236
3386,9.405556,2.736386,0.769919,1.953006
3387,9.408333,2.727721,0.766360,1.959494
3388,9.411111,2.719087,0.762887,1.966091
3389,9.413889,2.710524,0.759338,1.972621
3390,9.416667,2.701802,0.755742,1.978993
3391,9.419444,2.693100,0.752066,1.985265
3392,9.422222,2.684475,0.748639,1.991150
3393,9.425000,2.675562,0.745104,1.996944
3394,9.427778,2.666857,0.741476,2.002936
3395,9.430556,2.658056,0.737865,2.009054
3396,9.433333,2.649730,0.734820,2.015172
3397,9.436111,2.639257,0.729705,2.021169
3398,9.438889,2.630680,0.726123,2.026767
3399,9.441667,2.623144,0.722983,2.032456
3400,9.444444,2.614660,0.719598,2.038067
3401,9.447222,2.606078,0.716230,2.043494
3402,9.450000,2.597428,0.712787,2.048742
3403,9.452778,2.588236,0.708437,2.054611
3404,9.455556,2.579915,0.704729,2.059695
3405,9.458333,2.571936,0.703035,2.063159
3406,9.461111,2.563256,0.699341,2.068381
3407,9.463889,2.554425,0.695612,2.073326
3408,9.466667,2.543758,0.691888,2.078946
3409,9.469444,2.535196,0.688125,2.083687
3410,9.472222,2.527068,0.683747,2.088711
3411,9.475000,2.518491,0.680246,2.093292
3412,9.477778,2.509851,0.676809,2.097758
3413,9.480556,2.501319,0.673284,2.102250
3414,9.483333,2.492688,0.670025,2.106166
3415,9.486111,2.484121,0.666567,2.110407
3416,9.488889,2.475565,0.663164,2.114640
3417,9.491667,2.467018,0.659718,2.118808
3418,9.494444,2.458551,0.656247,2.122952
3419,9.497222,2.449958,0.652802,2.126988
3420,9.500000,2.441512,0.649375,2.131003
3421,9.502778,2.433028,0.645834,2.134880
3422,9.505556,2.424484,0.642289,2.138811
3423,9.508333,2.415964,0.638695,2.142533
3424,9.511111,2.407338,0.635147,2.146295
3425,9.513889,2.398937,0.631760,2.149702
3426,9.516667,2.390023,0.628236,2.153222
3427,9.519444,2.381312,0.624667,2.156600
3428,9.522222,2.372949,0.621194,2.159693
3429,9.525000,2.364309,0.618126,2.163465
3430,9.527778,2.355773,0.614538,2.166667
3431,9.530556,2.345417,0.609569,2.169875
3432,9.533333,2.338283,0.606573,2.173071
3433,9.536111,2.329759,0.603205,2.176018
3434,9.538889,2.321215,0.599659,2.178894
3435,9.541667,2.312635,0.596464,2.181669
3436,9.544444,2.304006,0.593234,2.184214
3437,9.547222,2.295330,0.588568,2.187397
3438,9.550000,2.287381,0.586666,2.188536
3439,9.552778,2.278162,0.582178,2.192031
3440,9.555556,2.269370,0.578724,2.194444
3441,9.558333,2.260625,0.574825,2.196648
3442,9.561111,2.251152,0.572089,2.198519
3443,9.563889,2.243072,0.567802,2.201001
3444,9.566667,2.234556,0.564428,2.202981
3445,9.569444,2.226335,0.560765,2.204523
3446,9.572222,2.217489,0.557600,2.206351
3447,9.575000,2.208991,0.554362,2.208216
3448,9.577778,2.200530,0.550865,2.209907
3449,9.580556,2.192053,0.547566,2.211671
3450,9.583333,2.183679,0.544093,2.213176
3451,9.586111,2.175301,0.540616,2.214718
3452,9.588889,2.166842,0.537363,2.216261
3453,9.591667,2.158483,0.533765,2.217673
3454,9.594444,2.150087,0.530391,2.219013
3455,9.597222,2.141851,0.526903,2.220006
3456,9.600000,2.133354,0.523356,2.221226
3457,9.602778,2.125277,0.519980,2.222152
3458,9.605556,2.116335,0.516387,2.223562
3459,9.608333,2.107769,0.512856,2.224487
3460,9.611111,2.099072,0.509457,2.225407
3461,9.613889,2.090595,0.505977,2.226182
3462,9.616667,2.082232,0.502921,2.227179
3463,9.619444,2.073788,0.499469,2.227886
3464,9.622222,2.065386,0.495987,2.228559
3465,9.625000,2.056867,0.492429,2.229055
3466,9.627778,2.048041,0.488279,2.229728
3467,9.630556,2.039649,0.484767,2.230010
3468,9.633333,2.031009,0.481491,2.230117
3469,9.636111,2.022214,0.478358,2.230725
3470,9.638889,2.014002,0.474475,2.230641
3471,9.641667,2.005423,0.470961,2.230602
3472,9.644444,1.997312,0.468132,2.229375
3473,9.647222,1.988075,0.464397,2.229987
3474,9.650000,1.979452,0.460741,2.229741
3475,9.652778,1.970522,0.457276,2.229460
3476,9.655556,1.962136,0.453602,2.228912
3477,9.658333,1.953733,0.450134,2.228439
3478,9.661111,1.945353,0.446671,2.227629
3479,9.663889,1.936971,0.443315,2.226941
3480,9.666667,1.928476,0.440065,2.226324
3481,9.669444,1.920151,0.436622,2.225420
3482,9.672222,1.911771,0.433294,2.224695
3483,9.675000,1.904008,0.429308,2.223290
3484,9.677778,1.895136,0.426701,2.222759
3485,9.680556,1.886910,0.423119,2.221547
3486,9.683333,1.878617,0.419669,2.220469
3487,9.686111,1.870547,0.416471,2.219076
3488,9.688889,1.862130,0.412940,2.217821
3489,9.691667,1.854281,0.409579,2.216338
3490,9.694444,1.845824,0.406056,2.215044
3491,9.697222,1.837109,0.402418,2.213752
3492,9.700000,1.828574,0.399007,2.212202
3493,9.702778,1.820022,0.395614,2.210613
3494,9.705556,1.811699,0.392248,2.209109
3495,9.708333,1.803417,0.389291,2.207466
3496,9.711111,1.795076,0.385840,2.205629
3497,9.713889,1.786731,0.382451,2.203762
3498,9.716667,1.778319,0.378912,2.201782
3499,9.719444,1.769635,0.374779,2.199876
3500,9.722222,1.761136,0.371310,2.197605
3501,9.725000,1.752767,0.368061,2.195297
3502,9.727778,1.744458,0.364361,2.193136
3503,9.730556,1.736005,0.361981,2.189451
3504,9.733333,1.727466,0.357714,2.188199
3505,9.736111,1.719190,0.354315,2.185342
3506,9.738889,1.710790,0.350781,2.182670
3507,9.741667,1.702090,0.347566,2.179739
3508,9.744444,1.693493,0.343963,2.176768
3509,9.747222,1.685140,0.340561,2.173813
3510,9.750000,1.676254,0.337514,2.170995
3511,9.752778,1.668031,0.333902,2.167689
3512,9.755556,1.660055,0.330414,2.164454
3513,9.758333,1.651309,0.327352,2.161319
3514,9.761111,1.643689,0.323271,2.157718
3515,9.763889,1.634786,0.320758,2.154781
3516,9.766667,1.626592,0.317394,2.151326
3517,9.769444,1.618325,0.313985,2.147771
3518,9.772222,1.610175,0.310662,2.144208
3519,9.775000,1.602568,0.307291,2.140247
